Company,Type_Name,Operating_System,Weight,Memory_Size_GB,Memory_Type,CPU_Name,GPU_Brand,is_Touchscreen,has_IPS,Screen_Types,PPI
Apple,Ultrabook,Mac OS,1.37,512,SSD,Intel Core i5,Intel,0,1,Retina,226.98
Asus,Gaming,Windows,3.2,1256,Hybrid,AMD Processor,AMD,0,0,Full HD,127.34
Dell,Notebook,Linux,2.14,256,SSD,Intel Core i7,AMD,0,0,Full HD,141.21
Lenovo,2 in 1 Convertible,Windows,1.36,512,SSD,Intel Core i7,Intel,1,0,Other,209.8
Toshiba,Notebook,Windows,2.2,500,HDD,Intel Core i7,Nvidia,0,0,Other,100.45
Dell,Notebook,Windows,2.3,1000,HDD,Intel Core i7,Intel,0,0,Other,100.45
Dell,Notebook,Linux,2.8,1128,Hybrid,Intel Core i7,AMD,0,0,Full HD,127.34
Acer,Notebook,Windows,2.2,1000,HDD,Intel Core i7,Nvidia,0,1,Full HD,141.21
Lenovo,Notebook,Windows,2.8,1000,HDD,Intel Core i3,Intel,0,0,Other,106.11
Lenovo,Notebook,No OS,2.8,2000,HDD,Intel Core i7,Nvidia,0,0,Full HD,127.34
Lenovo,Notebook,Windows,2.8,1128,Hybrid,Intel Core i7,Nvidia,0,0,Other,106.11
Dell,Notebook,Linux,2.25,1000,HDD,Intel Core i3,AMD,0,0,Full HD,141.21
Lenovo,Gaming,Windows,2.5,256,SSD,Intel Core i5,Nvidia,0,1,Full HD,141.21
Lenovo,Notebook,Windows,2.2,256,SSD,Intel Core i5,Intel,0,0,Full HD,141.21
Acer,Notebook,Windows,3.0,256,SSD,Intel Core i7,Nvidia,0,1,Full HD,141.21
Acer,Notebook,Windows,2.15,1000,HDD,Intel Core i7,Intel,1,1,Full HD,141.21
Lenovo,Notebook,Windows,1.95,256,SSD,Intel Core i7,Intel,0,1,Full HD,141.21
Asus,Ultrabook,Windows,1.7,256,SSD,Intel Core i5,Nvidia,0,0,Full HD,141.21
Lenovo,Gaming,Windows,2.5,1256,Hybrid,Intel Core i7,Nvidia,0,1,Full HD,141.21
Lenovo,Notebook,No OS,2.2,1000,HDD,Intel Core i7,Nvidia,0,0,Full HD,141.21
Acer,Notebook,Chrome OS,2.19,16,SSD,Other Intel Processor,Intel,0,0,Other,100.45
Asus,Gaming,Windows,3.0,1000,HDD,Intel Core i7,Nvidia,0,0,Full HD,127.34
HP,Notebook,Windows,2.54,1000,HDD,Intel Core i3,Intel,0,0,Other,106.11
Dell,Notebook,Windows,2.0,256,SSD,Intel Core i7,Nvidia,0,0,Full HD,141.21
Lenovo,Notebook,Windows,2.05,256,SSD,Intel Core i5,Intel,0,0,Full HD,141.21
Lenovo,Gaming,Windows,3.2,1000,HDD,Intel Core i7,Nvidia,0,1,Full HD,141.21
Acer,Notebook,Linux,2.5,256,SSD,Intel Core i7,Nvidia,0,0,Full HD,141.21
Dell,Workstation,Windows,3.42,256,SSD,Intel Core i7,Nvidia,0,0,Full HD,127.34
Lenovo,Notebook,Windows,2.4,1000,HDD,AMD Processor,AMD,0,0,Full HD,141.21
Asus,Ultrabook,Windows,1.63,512,SSD,Intel Core i7,Nvidia,0,0,Full HD,141.21
Asus,Notebook,Windows,1.3,128,SSD,Intel Core i3,Intel,0,0,Other,111.94
Asus,Gaming,Windows,2.9,1256,Hybrid,Intel Core i7,Nvidia,0,0,Full HD,127.34
Lenovo,Notebook,Windows,2.8,1000,HDD,Intel Core i5,Nvidia,0,0,Other,106.11
Lenovo,Notebook,No OS,2.2,2000,HDD,Intel Core i5,Nvidia,0,0,Other,100.45
Asus,Gaming,Windows,2.5,1128,Hybrid,Intel Core i7,Nvidia,0,0,Full HD,141.21
Lenovo,Notebook,No OS,2.2,1000,HDD,Other Intel Processor,Intel,0,0,Other,100.45
HP,2 in 1 Convertible,Windows,1.28,256,SSD,Intel Core i7,Intel,1,0,Full HD,165.63
Toshiba,Notebook,Windows,2.2,256,SSD,Intel Core i7,Nvidia,0,1,Full HD,141.21
Lenovo,Notebook,Windows,2.3,1128,Hybrid,Intel Core i5,Nvidia,0,0,Full HD,141.21
HP,Notebook,Windows,1.86,1000,HDD,Intel Core i3,Intel,0,0,Full HD,141.21
Lenovo,Notebook,Windows,1.1,256,SSD,Intel Core i5,Intel,0,1,Full HD,165.63
Dell,Ultrabook,Windows,1.21,1000,SSD,Intel Core i7,Intel,1,1,4K Ultra HD,331.26
MSI,Gaming,Windows,2.8,1256,Hybrid,Intel Core i7,Nvidia,0,1,Full HD,141.21
Acer,Notebook,Windows,2.23,256,SSD,AMD Processor,AMD,0,0,Full HD,141.21
Asus,2 in 1 Convertible,Windows,1.1,32,Flash Storage,Other Intel Processor,Intel,1,0,Other,135.09
Dell,Notebook,Windows,2.33,1128,Hybrid,Intel Core i5,AMD,0,0,Full HD,141.21
HP,2 in 1 Convertible,Windows,1.29,1000,SSD,Intel Core i7,Intel,1,1,4K Ultra HD,331.26
Lenovo,Notebook,Chrome OS,1.45,16,Flash Storage,Other Intel Processor,Intel,0,0,Other,117.83
HP,Notebook,Windows,1.95,256,SSD,Intel Core i5,Intel,0,0,Full HD,157.35
Acer,Notebook,Windows,1.4,128,Flash Storage,Other Intel Processor,Intel,0,0,Other,135.09
HP,Notebook,Windows,1.48,256,SSD,Intel Core i7,Intel,0,0,Full HD,157.35
Lenovo,Notebook,Windows,2.79,1000,HDD,Intel Core i5,Nvidia,0,0,Other,106.11
Asus,Notebook,Windows,2.0,256,SSD,Intel Core i7,Intel,0,0,Full HD,157.35
HP,Notebook,Windows,2.1,1000,HDD,Intel Core i7,Intel,0,1,Full HD,100.45
Acer,Notebook,Windows,2.2,256,SSD,AMD Processor,AMD,0,0,Other,100.45
Lenovo,Notebook,Windows,1.44,32,Flash Storage,Other Intel Processor,Intel,0,0,Other,111.94
Acer,Notebook,Windows,2.23,1000,HDD,Intel Core i5,Intel,0,0,Other,100.45
Asus,Ultrabook,Windows,1.7,256,SSD,Intel Core i7,Nvidia,0,0,Full HD,141.21
HP,Ultrabook,Windows,1.26,256,SSD,Intel Core i7,Intel,0,0,Full HD,176.23
Dell,Notebook,Windows,2.06,1000,SSD,Intel Core i7,Nvidia,1,0,4K Ultra HD,282.42
MSI,Gaming,Windows,2.7,1256,Hybrid,Intel Core i7,Nvidia,0,0,Full HD,127.34
Toshiba,Notebook,Windows,2.0,256,SSD,Intel Core i5,Intel,0,1,Full HD,141.21
Asus,Notebook,Windows,2.0,1256,Hybrid,Intel Core i7,Intel,0,0,Full HD,157.35
Lenovo,Notebook,Windows,1.85,1000,HDD,Intel Core i3,Intel,0,0,Full HD,141.21
Asus,Gaming,Windows,2.5,256,SSD,Intel Core i7,Nvidia,0,0,Full HD,141.21
HP,Notebook,Windows,1.48,256,SSD,Intel Core i5,Intel,0,0,Full HD,157.35
Dell,Ultrabook,Windows,1.9,1128,Hybrid,Intel Core i5,Nvidia,0,1,Full HD,141.21
HP,Notebook,Windows,1.84,256,SSD,Intel Core i5,Intel,0,0,Full HD,141.21
Asus,Notebook,Linux,2.0,1000,HDD,Other Intel Processor,Intel,0,0,Other,100.45
Dell,Notebook,Windows,2.0,256,SSD,Intel Core i5,Nvidia,0,0,Full HD,141.21
Dell,Notebook,Linux,2.2,500,HDD,Other Intel Processor,Intel,0,0,Other,100.45
Lenovo,Notebook,Windows,2.2,2000,HDD,AMD Processor,AMD,0,0,Full HD,141.21
HP,Notebook,Windows,2.1,1000,HDD,Intel Core i3,Nvidia,0,1,Full HD,141.21
Lenovo,2 in 1 Convertible,Windows,1.4,512,SSD,Intel Core i7,Intel,1,1,4K Ultra HD,316.97
Dell,Ultrabook,Windows,1.2,256,SSD,Intel Core i7,Intel,0,0,Full HD,165.63
Lenovo,Gaming,Windows,2.4,2256,Hybrid,Intel Core i7,Nvidia,0,1,Full HD,141.21
HP,Notebook,Windows,1.44,32,Flash Storage,Other Intel Processor,Intel,0,0,Other,111.94
Dell,Ultrabook,Windows,1.88,768,Hybrid,Intel Core i7,Intel,0,0,Full HD,141.21
Asus,2 in 1 Convertible,Windows,1.5,32,Flash Storage,Other Intel Processor,Intel,1,0,Other,135.09
Dell,Ultrabook,Windows,1.9,1000,HDD,Intel Core i5,AMD,0,0,Full HD,141.21
Dell,Notebook,Windows,2.06,512,SSD,Intel Core i7,Nvidia,1,0,4K Ultra HD,282.42
HP,Notebook,Windows,1.84,256,SSD,Intel Core i7,Intel,0,0,Full HD,141.21
MSI,Gaming,Windows,2.7,1128,Hybrid,Intel Core i7,Nvidia,0,0,Full HD,127.34
HP,Workstation,Windows,2.6,256,SSD,Intel Core i7,Nvidia,0,0,Full HD,141.21
Toshiba,Notebook,Windows,2.4,512,SSD,Intel Core i7,Nvidia,0,1,Full HD,141.21
Dell,Notebook,Windows,2.02,2128,Hybrid,Intel Core i7,AMD,0,0,Full HD,141.21
Lenovo,Notebook,No OS,2.2,1000,HDD,Other Intel Processor,Intel,0,0,Other,100.45
Dell,Gaming,Windows,2.65,1000,HDD,Intel Core i5,Nvidia,0,0,Full HD,141.21
Dell,Notebook,Windows,2.36,2000,HDD,Intel Core i5,Intel,1,0,Other,100.45
Dell,Notebook,Windows,1.36,256,SSD,Intel Core i5,Intel,0,0,Full HD,157.35
HP,Notebook,Windows,1.86,500,HDD,Intel Core i3,Intel,0,0,Other,100.45
Asus,Notebook,Windows,2.0,256,SSD,Intel Core i5,Intel,0,0,Full HD,157.35
Lenovo,Notebook,Windows,2.8,1128,Hybrid,Intel Core i5,Nvidia,0,0,Other,106.11
HP,Notebook,Windows,1.86,1000,HDD,Intel Core i5,Intel,0,0,Full HD,141.21
Lenovo,Notebook,No OS,2.2,256,SSD,Intel Core i3,Nvidia,0,0,Other,100.45
HP,Notebook,Windows,2.04,2000,HDD,Other Intel Processor,Intel,0,0,Other,100.45
Dell,Notebook,Windows,2.8,1128,Hybrid,Intel Core i5,AMD,0,0,Full HD,127.34
Lenovo,Gaming,No OS,2.4,1128,Hybrid,Intel Core i5,Nvidia,0,1,Full HD,141.21
Dell,Notebook,Windows,2.33,256,SSD,Intel Core i7,AMD,0,0,Full HD,141.21
HP,Ultrabook,Windows,1.36,256,SSD,Intel Core i7,Intel,0,1,Full HD,157.35
Asus,2 in 1 Convertible,Windows,2.26,2512,Hybrid,Intel Core i7,Nvidia,1,0,Full HD,141.21
Acer,Notebook,Windows,2.1,128,SSD,AMD Processor,AMD,0,0,Other,100.45
Asus,Gaming,Windows,3.25,1256,Hybrid,AMD Processor,AMD,0,1,Full HD,127.34
Lenovo,Notebook,Windows,2.6,128,SSD,AMD Processor,AMD,0,0,Other,106.11
Dell,2 in 1 Convertible,Windows,1.62,256,SSD,Intel Core i7,Intel,1,0,Full HD,165.63
HP,Notebook,Windows,1.91,256,SSD,AMD Processor,AMD,0,0,Full HD,141.21
Lenovo,Netbook,Windows,1.59,128,SSD,Other Intel Processor,Intel,0,1,Other,135.09
Dell,Notebook,Windows,1.8,500,HDD,Other Intel Processor,Intel,0,0,Other,100.45
Asus,Notebook,Windows,1.5,32,Flash Storage,Other Intel Processor,Intel,0,0,Other,111.94
Acer,Notebook,Linux,2.4,1000,HDD,Intel Core i7,Nvidia,0,0,Full HD,141.21
HP,Gaming,Windows,3.35,1128,Hybrid,Intel Core i7,Nvidia,0,1,Full HD,127.34
Lenovo,Notebook,No OS,1.85,128,SSD,Intel Core i3,Intel,0,0,Full HD,141.21
Asus,Gaming,Windows,2.3,1128,Hybrid,Intel Core i7,Nvidia,0,1,Full HD,141.21
Lenovo,Notebook,Windows,1.5,256,SSD,Intel Core i5,Nvidia,0,1,Full HD,157.35
Asus,Ultrabook,Windows,1.1,512,SSD,Intel Core i7,Intel,1,0,Full HD,165.63
Lenovo,Ultrabook,Windows,1.13,512,SSD,Intel Core i7,Intel,0,1,Other,209.8
Lenovo,Notebook,Windows,1.5,128,SSD,Intel Core i3,Intel,0,1,Full HD,165.63
Dell,Workstation,Windows,2.23,500,HDD,Intel Core i5,AMD,0,0,Full HD,141.21
Dell,Workstation,Windows,2.0,256,SSD,Intel Core i7,Nvidia,0,1,Full HD,141.21
Lenovo,2 in 1 Convertible,Windows,1.42,512,SSD,Intel Core i7,Intel,1,0,Other,209.8
Asus,Gaming,Windows,3.0,1000,HDD,Intel Core i7,Nvidia,0,0,Full HD,127.34
Asus,Gaming,Windows,3.0,1256,Hybrid,Intel Core i7,Nvidia,0,0,Full HD,127.34
Acer,Notebook,Windows,2.2,1000,HDD,Intel Core i5,Nvidia,0,1,Other,100.45
MSI,Gaming,Windows,2.7,256,SSD,Intel Core i7,Nvidia,0,0,Full HD,127.34
Dell,Notebook,Linux,2.33,256,SSD,Intel Core i7,AMD,0,0,Full HD,141.21
HP,Ultrabook,Windows,1.91,256,SSD,AMD Processor,AMD,0,0,Full HD,141.21
Lenovo,Notebook,Windows,2.1,256,SSD,Intel Core i7,AMD,0,1,Full HD,141.21
Lenovo,Notebook,Windows,1.9,256,SSD,Intel Core i5,Intel,0,1,Full HD,157.35
Dell,Workstation,Windows,1.78,256,SSD,Intel Core i7,Nvidia,1,0,4K Ultra HD,282.42
Lenovo,Ultrabook,Windows,1.13,1000,SSD,Intel Core i7,Intel,0,1,Other,209.8
Lenovo,Notebook,Windows,2.2,1000,HDD,Other Intel Processor,Intel,0,0,Other,100.45
Asus,Gaming,Windows,2.9,1256,Hybrid,Intel Core i7,Nvidia,0,0,Full HD,127.34
Lenovo,Notebook,Windows,2.1,1256,Hybrid,Intel Core i5,AMD,0,1,Full HD,141.21
Acer,Notebook,Linux,2.5,256,SSD,Intel Core i7,Nvidia,0,0,Full HD,141.21
MSI,Gaming,Windows,2.8,1256,Hybrid,Intel Core i7,Nvidia,0,0,Full HD,127.34
Asus,Ultrabook,Windows,1.1,512,SSD,Intel Core i7,Intel,0,0,Full HD,157.35
Toshiba,Ultrabook,Windows,1.2,512,SSD,Intel Core i7,Intel,0,0,Full HD,165.63
Dell,Ultrabook,Windows,1.36,512,SSD,Intel Core i7,Intel,0,0,Full HD,157.35
Lenovo,Notebook,Windows,2.2,500,HDD,Intel Core i3,Intel,0,0,Full HD,141.21
Lenovo,Notebook,Windows,1.15,32,Flash Storage,Other Intel Processor,Intel,0,0,Other,135.09
Lenovo,Workstation,Windows,2.67,512,SSD,Intel Core i7,Nvidia,0,0,Full HD,141.21
Lenovo,Ultrabook,Windows,1.7,512,SSD,Intel Core i7,Nvidia,0,1,Full HD,209.8
HP,Notebook,Windows,2.1,1000,HDD,Intel Core i3,AMD,0,0,Full HD,141.21
Acer,2 in 1 Convertible,Windows,1.6,256,SSD,Intel Core i7,Intel,1,1,Full HD,165.63
Asus,2 in 1 Convertible,Windows,1.27,256,SSD,Intel Core i5,Intel,1,1,Full HD,165.63
Dell,Notebook,Linux,2.3,256,SSD,Intel Core i5,AMD,0,0,Full HD,141.21
Dell,Notebook,Windows,1.65,128,SSD,Intel Core i3,Intel,0,0,Other,117.83
HP,Ultrabook,Windows,1.43,256,SSD,Intel Core i7,Intel,0,0,Full HD,157.35
Dell,Notebook,Windows,2.14,1000,HDD,Intel Core i5,Intel,0,0,Other,100.45
Lenovo,Ultrabook,Windows,1.75,256,SSD,Intel Core i7,AMD,0,1,Full HD,157.35
Lenovo,2 in 1 Convertible,Windows,2.0,512,SSD,Intel Core i7,Nvidia,1,1,4K Ultra HD,282.42
Chuwi,Notebook,Windows,1.4,64,Flash Storage,Other Intel Processor,Intel,0,1,Retina,267.34
HP,Notebook,Windows,2.31,256,SSD,Intel Core i7,Intel,0,0,Full HD,141.21
Asus,Notebook,Linux,2.3,1000,HDD,Intel Core i3,Nvidia,0,0,Full HD,141.21
Dell,Gaming,Windows,4.42,1256,Hybrid,Intel Core i7,Nvidia,0,1,Other,169.78
Dell,Gaming,Windows,2.62,1128,Hybrid,Intel Core i7,Nvidia,0,1,Full HD,141.21
Dell,Notebook,Windows,2.02,2256,Hybrid,Intel Core i7,AMD,0,0,Full HD,141.21
Dell,Ultrabook,Linux,1.6,256,SSD,Intel Core i7,Intel,0,0,Full HD,157.35
HP,Gaming,Windows,3.35,1256,Hybrid,Intel Core i7,Nvidia,0,0,Full HD,127.34
Mediacom,2 in 1 Convertible,Windows,1.16,32,SSD,Other Intel Processor,Intel,1,1,Full HD,189.91
Samsung,Netbook,Chrome OS,1.15,16,Flash Storage,Other Intel Processor,Intel,0,0,Other,135.09
Lenovo,Notebook,Windows,1.4,256,SSD,Intel Core i7,Intel,0,1,Full HD,165.63
Lenovo,Notebook,Windows,1.7,128,SSD,Intel Core i3,Intel,0,1,Full HD,157.35
Lenovo,Workstation,Windows,2.3,512,SSD,Intel Core i7,Nvidia,0,1,4K Ultra HD,282.42
Lenovo,Notebook,Windows,2.5,512,SSD,Intel Core i7,Nvidia,0,0,Full HD,141.21
Asus,Gaming,Windows,3.2,1256,Hybrid,AMD Processor,AMD,0,0,Full HD,127.34
HP,Notebook,Windows,2.1,500,HDD,Other Intel Processor,Intel,0,0,Other,100.45
Google,Ultrabook,Chrome OS,1.1,512,SSD,Intel Core i7,Intel,1,0,Other,234.51
Lenovo,Ultrabook,Windows,1.32,512,SSD,Intel Core i7,Intel,0,0,Other,209.8
Asus,Notebook,Linux,2.0,256,SSD,Intel Core i5,Intel,0,0,Full HD,141.21
Lenovo,Notebook,Windows,2.8,1000,HDD,AMD Processor,AMD,0,0,Other,106.11
Dell,Notebook,Windows,2.2,256,SSD,Intel Core i5,AMD,0,0,Full HD,141.21
Lenovo,Ultrabook,Windows,1.36,256,SSD,Intel Core i5,Intel,0,1,Full HD,176.23
Lenovo,Notebook,Windows,2.2,128,SSD,Other Intel Processor,Intel,0,0,Full HD,141.21
HP,Gaming,Windows,2.2,1128,Hybrid,Intel Core i7,Nvidia,0,1,Full HD,141.21
Dell,Notebook,Windows,1.64,256,SSD,Intel Core i5,Nvidia,0,0,Full HD,157.35
Acer,Notebook,Linux,2.4,500,HDD,Intel Core i5,Intel,0,0,Other,100.45
Dell,Workstation,Windows,2.23,1064,Hybrid,Other Intel Processor,Nvidia,0,0,Full HD,141.21
MSI,Gaming,Windows,2.2,256,SSD,Intel Core i5,Nvidia,0,0,Full HD,141.21
Microsoft,Ultrabook,Windows,1.25,512,SSD,Intel Core i7,Intel,1,0,Other,200.84
HP,Notebook,Windows,1.91,128,SSD,Intel Core i5,Intel,0,0,Other,100.45
Dell,Workstation,Windows,2.17,256,SSD,Intel Core i7,Nvidia,0,1,Full HD,141.21
HP,Workstation,Windows,2.31,512,SSD,Intel Core i7,Intel,0,1,Full HD,141.21
Lenovo,Notebook,Windows,1.65,256,SSD,Intel Core i5,Intel,0,0,Full HD,157.35
Dell,Notebook,Windows,2.36,1128,Hybrid,Intel Core i7,AMD,0,0,Full HD,141.21
Dell,2 in 1 Convertible,Windows,1.47,500,HDD,Other Intel Processor,Intel,1,0,Other,135.09
Dell,Notebook,Windows,4.42,1000,HDD,Intel Core i7,Nvidia,0,1,Full HD,127.34
Microsoft,Ultrabook,Windows,1.252,128,SSD,Other Intel Processor,Intel,1,0,Other,200.84
Microsoft,Ultrabook,Windows,1.25,256,SSD,Intel Core i7,Intel,1,0,Other,200.84
HP,Notebook,Windows,2.5,256,SSD,Intel Core i3,Intel,0,0,Other,106.11
Acer,Notebook,Windows,2.23,1000,HDD,Intel Core i3,Nvidia,0,0,Full HD,141.21
Acer,Netbook,Windows,1.4,128,SSD,Other Intel Processor,Intel,0,0,Other,135.09
Asus,Notebook,Windows,2.37,1000,HDD,Intel Core i5,Intel,0,0,Full HD,141.21
Lenovo,Notebook,No OS,1.5,512,SSD,Intel Core i7,AMD,0,1,Full HD,157.35
Lenovo,Notebook,Windows,2.67,256,SSD,Intel Core i7,Nvidia,0,0,Full HD,141.21
Asus,Notebook,Windows,2.0,500,HDD,Other Intel Processor,Intel,0,0,Other,100.45
Acer,Notebook,Windows,2.2,500,HDD,Intel Core i3,Nvidia,0,0,Other,100.45
Dell,Notebook,Windows,2.02,2000,HDD,Intel Core i5,AMD,0,0,Full HD,141.21
HP,Gaming,Windows,3.78,1000,HDD,Intel Core i7,Nvidia,0,1,Full HD,127.34
Lenovo,Ultrabook,Windows,1.4,256,SSD,Intel Core i7,Intel,0,1,Quad HD,209.8
HP,2 in 1 Convertible,Windows,1.29,512,SSD,Intel Core i7,Intel,1,1,4K Ultra HD,331.26
HP,Notebook,Windows,1.9,500,HDD,Intel Core i5,AMD,0,0,Full HD,141.21
Google,Ultrabook,Chrome OS,1.1,128,SSD,Intel Core i5,Intel,1,0,Other,234.51
Dell,Ultrabook,Windows,1.42,256,SSD,Intel Core i5,Intel,1,0,Full HD,165.63
Asus,Notebook,Windows,2.06,1128,Hybrid,Intel Core i7,Intel,0,1,4K Ultra HD,282.42
Dell,Notebook,Windows,1.79,128,SSD,Intel Core i3,Intel,0,0,Other,111.94
Dell,Workstation,Windows,1.78,256,SSD,Intel Core i7,Nvidia,0,0,Full HD,141.21
Lenovo,Notebook,Windows,1.7,180,SSD,Intel Core i5,Intel,0,0,Full HD,157.35
Dell,Notebook,Windows,2.2,1000,HDD,Intel Core i5,AMD,0,0,Full HD,141.21
Toshiba,Notebook,Windows,1.05,256,SSD,Intel Core i5,Intel,0,1,Full HD,165.63
Dell,Notebook,Windows,2.16,512,SSD,Intel Core i7,Nvidia,0,1,Full HD,141.21
Dell,Notebook,Windows,2.18,1000,HDD,Intel Core i3,Intel,0,0,Other,100.45
HP,Notebook,Windows,1.49,128,SSD,Intel Core i5,Intel,0,1,Full HD,165.63
Chuwi,Notebook,Windows,1.89,64,Flash Storage,Other Intel Processor,Intel,0,0,Full HD,141.21
Lenovo,Notebook,Windows,2.3,128,SSD,Intel Core i3,Intel,0,0,Other,100.45
Lenovo,Notebook,Windows,1.75,256,SSD,Intel Core i5,Intel,0,1,Full HD,157.35
Dell,Workstation,Windows,2.17,512,SSD,Intel Core i7,Nvidia,0,1,Full HD,141.21
Dell,Notebook,Windows,2.06,512,SSD,Intel Core i7,Nvidia,0,0,Full HD,141.21
Lenovo,Ultrabook,Windows,1.36,512,SSD,Intel Core i7,Intel,0,1,Full HD,176.23
Asus,Ultrabook,Windows,0.91,512,SSD,Intel Core i7,Intel,0,0,Full HD,176.23
Lenovo,Notebook,Windows,2.3,256,SSD,Intel Core i5,Nvidia,0,1,Full HD,141.21
Toshiba,Ultrabook,Windows,1.05,512,SSD,Intel Core i7,Intel,1,0,Full HD,165.63
Asus,Gaming,Windows,1.99,1128,Hybrid,Intel Core i7,Nvidia,0,0,Full HD,141.21
Acer,Notebook,Windows,2.2,1000,HDD,AMD Processor,AMD,0,0,Other,100.45
Asus,Gaming,Windows,4.33,1256,Hybrid,Intel Core i7,Nvidia,1,1,Full HD,127.34
Lenovo,Ultrabook,Windows,1.3,180,SSD,Intel Core i5,Intel,0,1,Other,125.37
Lenovo,Notebook,Windows,2.17,256,SSD,Intel Core i7,Intel,0,0,Full HD,141.21
HP,Notebook,Windows,1.48,1000,SSD,Intel Core i7,Intel,0,0,Full HD,157.35
Lenovo,Notebook,Windows,1.4,256,SSD,Intel Core i3,Intel,0,1,Full HD,165.63
Lenovo,Notebook,Windows,2.3,256,SSD,Intel Core i5,Intel,0,1,Full HD,141.21
Asus,Netbook,Windows,1.2,64,Flash Storage,Other Intel Processor,Intel,0,0,Other,135.09
HP,Notebook,Windows,1.91,256,SSD,Intel Core i5,AMD,0,0,Other,100.45
Lenovo,2 in 1 Convertible,Windows,1.4,256,SSD,Intel Core i5,Intel,1,1,Full HD,158.48
Lenovo,Notebook,Windows,2.1,500,HDD,Other Intel Processor,Intel,0,0,Other,111.94
Lenovo,Netbook,Chrome OS,1.25,16,SSD,Other Intel Processor,Intel,0,0,Other,135.09
Lenovo,Notebook,Windows,1.44,256,SSD,Intel Core i5,Intel,0,0,Full HD,165.63
Asus,Notebook,Windows,2.0,1256,Hybrid,Intel Core i7,Intel,0,0,Full HD,141.21
Acer,Notebook,Windows,2.2,1000,HDD,Intel Core i5,Nvidia,0,1,Full HD,141.21
HP,Ultrabook,Windows,1.34,512,SSD,Intel Core i7,Intel,0,1,Full HD,165.63
Lenovo,Gaming,No OS,2.4,1256,Hybrid,Intel Core i7,Nvidia,0,1,Full HD,141.21
Dell,Ultrabook,Windows,1.29,128,SSD,Intel Core i5,Intel,1,1,Full HD,165.63
Acer,Notebook,Windows,2.2,500,HDD,Intel Core i7,Nvidia,0,0,Full HD,141.21
Dell,Notebook,Windows,2.18,1000,HDD,Intel Core i5,Intel,0,0,Full HD,141.21
Dell,Notebook,Windows,2.2,2256,Hybrid,Intel Core i7,AMD,0,0,Full HD,141.21
Xiaomi,Notebook,No OS,1.95,256,SSD,Intel Core i7,Nvidia,0,1,Full HD,141.21
Asus,Netbook,Windows,1.1,32,Flash Storage,Other Intel Processor,Intel,0,0,Other,135.09
HP,Notebook,Windows,2.04,1000,HDD,Intel Core i5,Intel,1,0,Other,100.45
Asus,Gaming,Windows,2.24,512,SSD,Intel Core i7,Nvidia,0,0,Full HD,141.21
HP,Notebook,Windows,2.04,256,SSD,Intel Core i5,Nvidia,0,0,Full HD,141.21
Asus,Gaming,Windows,3.0,1256,Hybrid,Intel Core i7,Nvidia,0,0,Full HD,127.34
Lenovo,Gaming,Windows,3.2,1256,Hybrid,Intel Core i7,Nvidia,0,1,Full HD,141.21
HP,Ultrabook,Windows,1.32,256,SSD,Intel Core i7,Intel,0,1,Full HD,165.63
Dell,Notebook,Windows,1.64,256,SSD,Intel Core i5,Intel,0,0,Full HD,157.35
HP,Notebook,Windows,1.63,128,SSD,Intel Core i3,Intel,0,0,Other,100.45
Dell,Notebook,Linux,2.8,1128,Hybrid,Intel Core i5,AMD,0,1,Full HD,127.34
Lenovo,Notebook,Windows,2.02,256,SSD,Intel Core i5,Intel,0,0,Full HD,157.35
Lenovo,Notebook,Windows,2.2,1000,HDD,Intel Core i7,Nvidia,0,0,Full HD,141.21
Lenovo,Notebook,No OS,2.2,2000,HDD,Intel Core i3,Nvidia,0,0,Other,100.45
Dell,Notebook,Windows,2.3,500,HDD,Intel Core i5,AMD,0,0,Full HD,141.21
Dell,Notebook,Windows,1.9,256,SSD,Intel Core i5,Intel,0,0,Full HD,141.21
Dell,Gaming,Windows,4.42,1128,Hybrid,Intel Core i7,Nvidia,0,1,Full HD,127.34
Toshiba,Notebook,Windows,2.0,500,HDD,Intel Core i5,Intel,0,1,Full HD,141.21
Asus,Notebook,Windows,2.0,1256,Hybrid,Intel Core i7,Nvidia,0,1,4K Ultra HD,282.42
Mediacom,Notebook,Windows,1.2,32,SSD,Other Intel Processor,Intel,0,1,Full HD,165.63
Asus,Gaming,Windows,2.3,1128,Hybrid,Intel Core i5,Nvidia,0,1,Full HD,141.21
Dell,Notebook,Windows,1.93,256,SSD,Intel Core i7,Nvidia,0,0,Full HD,141.21
Dell,Notebook,Windows,2.2,256,SSD,Intel Core i5,AMD,0,0,Full HD,141.21
HP,Notebook,Windows,1.86,256,SSD,Other Intel Processor,Intel,0,0,Full HD,141.21
HP,Gaming,Windows,2.62,1000,HDD,Intel Core i7,Nvidia,0,0,Full HD,127.34
Lenovo,Notebook,Windows,1.87,256,SSD,Intel Core i7,Nvidia,0,1,Full HD,157.35
Dell,Ultrabook,Windows,1.2,256,SSD,Intel Core i7,Intel,1,0,Quad HD,276.05
Dell,Notebook,Windows,1.6,128,SSD,Intel Core i3,Intel,0,0,Full HD,157.35
HP,Ultrabook,Windows,1.34,256,SSD,Intel Core i7,Intel,0,1,Quad HD,276.05
Acer,Gaming,Linux,2.4,1000,HDD,Intel Core i5,Nvidia,0,0,Full HD,141.21
Asus,Notebook,Windows,2.0,500,HDD,AMD Processor,AMD,0,0,Other,100.45
