Company,Type_Name,Operating_System,Weight,Memory_Size_GB,Memory_Type,CPU_Name,GPU_Brand,is_Touchscreen,has_IPS,Screen_Types,PPI
Dell,Notebook,Windows,1.76,500,HDD,Intel Core i5,Intel,0,0,Other,111.94
Lenovo,Notebook,Windows,2.1,500,HDD,Intel Core i3,Intel,0,0,Other,100.45
Toshiba,Ultrabook,Windows,1.25,128,SSD,Intel Core i5,Intel,0,0,Other,111.94
Lenovo,Ultrabook,Windows,1.13,512,SSD,Intel Core i7,Intel,0,1,Full HD,157.35
MSI,Gaming,Windows,2.4,256,SSD,Intel Core i5,Nvidia,0,0,Full HD,141.21
Lenovo,Ultrabook,Windows,1.13,256,Flash Storage,Intel Core i5,Intel,0,1,Full HD,157.35
Toshiba,Notebook,Windows,1.75,128,SSD,Other Intel Processor,Intel,0,0,Other,111.94
Asus,2 in 1 Convertible,Windows,1.1,256,SSD,Intel Core i5,Intel,1,0,Full HD,165.63
Dell,Notebook,Windows,1.76,500,HDD,Intel Core i3,Intel,0,0,Other,111.94
Acer,Netbook,Chrome OS,1.35,32,Flash Storage,Other Intel Processor,Intel,0,1,Other,135.09
Acer,Notebook,Windows,1.5,128,SSD,Intel Core i3,Intel,0,1,Full HD,157.35
Razer,Gaming,Windows,3.49,512,SSD,Intel Core i7,Nvidia,1,0,4K Ultra HD,254.67
Lenovo,Ultrabook,Windows,1.1,512,SSD,Intel Core i7,Intel,0,1,Quad HD,209.8
Asus,Notebook,Linux,2.1,1000,HDD,Intel Core i5,Nvidia,0,0,Full HD,141.21
Lenovo,Notebook,Windows,1.7,256,SSD,Intel Core i5,Intel,0,0,Full HD,157.35
Lenovo,Notebook,Windows,1.32,256,SSD,Intel Core i5,Intel,0,1,Full HD,157.35
Dell,Gaming,Windows,3.21,1256,Hybrid,Intel Core i7,Nvidia,0,0,Full HD,141.21
Asus,Gaming,Windows,2.9,1256,Hybrid,Intel Core i7,Nvidia,0,0,Full HD,127.34
Toshiba,Notebook,Windows,2.0,500,HDD,Intel Core i3,Intel,0,0,Other,100.45
Lenovo,Notebook,Chrome OS,1.5,16,Flash Storage,Other Intel Processor,Intel,0,0,Other,111.94
Asus,Notebook,Windows,2.3,128,HDD,Intel Core i5,Intel,0,0,Full HD,141.21
Asus,Gaming,Windows,2.73,1512,Hybrid,Intel Core i7,Nvidia,0,0,Full HD,127.34
Dell,Gaming,Windows,4.42,1512,Hybrid,Intel Core i7,Nvidia,0,1,Full HD,127.34
HP,Notebook,Windows,2.63,1000,HDD,Intel Core i5,Nvidia,0,0,Other,106.11
Dell,Notebook,Windows,2.18,128,SSD,Intel Core i5,Intel,0,0,Other,100.45
HP,Ultrabook,Windows,1.54,512,SSD,Intel Core i7,Intel,0,0,Full HD,157.35
Dell,Notebook,Windows,2.18,256,SSD,Intel Core i7,AMD,0,0,Full HD,141.21
HP,2 in 1 Convertible,Chrome OS,1.4,32,Flash Storage,Other Intel Processor,Intel,1,0,Other,135.09
Asus,Ultrabook,Windows,1.45,512,SSD,Intel Core i5,Nvidia,0,1,Full HD,165.63
HP,2 in 1 Convertible,Windows,1.28,256,SSD,Intel Core i5,Intel,1,0,Full HD,165.63
HP,Ultrabook,Windows,1.54,512,SSD,Intel Core i7,Intel,0,0,Full HD,157.35
HP,Notebook,No OS,1.86,128,SSD,Other Intel Processor,Intel,0,0,Other,100.45
Asus,Gaming,Windows,2.1,1128,Hybrid,Intel Core i7,Nvidia,0,0,Full HD,141.21
Dell,Notebook,Linux,2.83,1000,HDD,Intel Core i7,AMD,0,0,Full HD,127.34
Lenovo,Ultrabook,Windows,1.96,256,SSD,Intel Core i7,Nvidia,0,1,Full HD,157.35
Asus,Notebook,Windows,2.3,256,SSD,Intel Core i7,Nvidia,0,1,Full HD,141.21
Dell,Notebook,Windows,1.9,128,SSD,Intel Core i5,Intel,0,0,Full HD,141.21
Asus,Notebook,Windows,2.0,1000,HDD,Other Intel Processor,Intel,0,0,Other,100.45
HP,2 in 1 Convertible,Windows,1.28,256,SSD,Intel Core i7,Intel,1,0,Full HD,165.63
Dell,Notebook,Windows,1.62,1000,HDD,Intel Core i5,Intel,1,0,Full HD,165.63
Lenovo,Notebook,No OS,2.2,1000,HDD,Intel Core i3,Intel,0,0,Full HD,141.21
Lenovo,Notebook,Windows,2.3,1000,HDD,Intel Core i5,Intel,0,1,Full HD,141.21
HP,Notebook,Windows,1.84,256,SSD,Intel Core i5,AMD,0,0,Full HD,141.21
Toshiba,Notebook,Windows,1.05,128,SSD,Intel Core i5,Intel,0,0,Full HD,165.63
Lenovo,Gaming,No OS,2.5,1000,HDD,Intel Core i5,Nvidia,0,1,Full HD,141.21
Dell,Ultrabook,Windows,1.29,512,SSD,Intel Core i7,Intel,1,0,Quad HD,276.05
HP,Notebook,Windows,2.07,500,HDD,Intel Core i5,Intel,0,0,Full HD,141.21
Toshiba,Ultrabook,Windows,1.2,256,SSD,Intel Core i5,Intel,0,0,Other,117.83
Lenovo,2 in 1 Convertible,Windows,1.37,256,SSD,Intel Core i7,Intel,1,1,Full HD,165.63
Acer,Notebook,Windows,1.56,256,SSD,Intel Core i5,Intel,0,1,Full HD,157.35
Dell,Workstation,Windows,2.23,1000,HDD,Intel Core i7,Nvidia,0,0,Full HD,141.21
Lenovo,Notebook,Windows,2.38,500,HDD,Intel Core i5,Intel,0,0,Other,100.45
Lenovo,Notebook,No OS,2.2,1000,HDD,Intel Core i3,AMD,0,0,Full HD,141.21
Toshiba,Notebook,Windows,2.0,256,SSD,Intel Core i7,Intel,0,1,Full HD,141.21
Lenovo,Notebook,Windows,1.44,180,SSD,Intel Core i3,Intel,0,1,Full HD,165.63
Samsung,Ultrabook,Windows,1.23,256,SSD,Intel Core i7,Nvidia,0,0,Full HD,146.86
Dell,Ultrabook,Windows,1.6,256,SSD,Intel Core i7,Intel,0,0,Full HD,176.23
Asus,Notebook,Linux,2.0,1000,HDD,Other Intel Processor,Intel,0,0,Other,100.45
Xiaomi,Ultrabook,Windows,1.28,256,SSD,Intel Core i5,Nvidia,0,1,Full HD,165.63
Dell,Notebook,Windows,2.18,1128,Hybrid,Intel Core i5,Nvidia,0,0,Full HD,141.21
HP,Notebook,Windows,2.04,256,SSD,Intel Core i5,Intel,0,0,Full HD,141.21
HP,2 in 1 Convertible,Windows,1.28,256,SSD,Intel Core i5,Intel,1,0,Full HD,165.63
HP,2 in 1 Convertible,Windows,2.3,500,HDD,Intel Core i5,Intel,1,0,Other,100.45
Asus,Notebook,Windows,1.65,32,Flash Storage,Other Intel Processor,Intel,0,0,Other,111.14
Lenovo,Notebook,Windows,2.2,1000,HDD,Intel Core i7,Nvidia,0,1,Full HD,141.21
Dell,Notebook,Windows,2.2,500,HDD,Other Intel Processor,Intel,0,0,Other,100.45
HP,2 in 1 Convertible,Windows,1.28,256,SSD,Intel Core i5,Intel,1,0,Full HD,165.63
Dell,Notebook,Linux,2.18,1000,HDD,Intel Core i3,AMD,0,0,Other,100.45
Asus,Gaming,Windows,2.2,1128,Hybrid,Intel Core i5,Nvidia,0,0,Full HD,127.34
Acer,Netbook,Chrome OS,1.25,32,Flash Storage,Other Intel Processor,Intel,0,1,Other,135.09
Lenovo,Notebook,Windows,2.8,500,HDD,AMD Processor,AMD,0,0,Other,106.11
HP,Notebook,Windows,1.95,128,SSD,Intel Core i5,Intel,0,0,Full HD,157.35
HP,2 in 1 Convertible,Windows,1.42,256,SSD,Intel Core i7,Intel,1,0,Quad HD,276.05
Samsung,Ultrabook,Windows,1.17,256,SSD,Intel Core i7,Intel,0,0,Full HD,146.86
Lenovo,Ultrabook,Windows,1.32,256,SSD,Intel Core i5,Intel,0,1,Full HD,157.35
MSI,Gaming,Windows,2.43,2512,Hybrid,Intel Core i7,Nvidia,0,1,4K Ultra HD,254.67
Toshiba,Notebook,Windows,1.05,256,SSD,Intel Core i5,Intel,0,0,Full HD,165.63
Dell,Gaming,Linux,2.62,1000,HDD,Intel Core i7,Nvidia,0,0,Full HD,141.21
HP,Notebook,Windows,2.04,1000,HDD,Intel Core i7,Nvidia,0,0,Full HD,141.21
Dell,Notebook,Windows,2.18,1000,HDD,Intel Core i3,AMD,0,0,Other,100.45
Dell,Notebook,Windows,1.9,500,HDD,Intel Core i5,Intel,0,0,Full HD,141.21
Dell,2 in 1 Convertible,Windows,1.24,512,SSD,Intel Core i7,Intel,1,0,Quad HD,276.05
Asus,Gaming,Windows,3.58,512,Hybrid,Intel Core i7,Nvidia,0,1,Full HD,127.34
Dell,2 in 1 Convertible,Windows,1.22,256,SSD,Intel Core i7,Intel,1,0,Full HD,165.63
Lenovo,Ultrabook,Windows,1.13,256,Flash Storage,Intel Core i7,Intel,0,1,Full HD,157.35
Lenovo,Notebook,Windows,1.95,512,SSD,Intel Core i5,Intel,0,1,Full HD,141.21
LG,Ultrabook,Windows,1.08,512,SSD,Intel Core i7,Intel,1,1,Full HD,141.21
HP,Netbook,Windows,1.26,512,SSD,Intel Core i7,Intel,0,0,Full HD,176.23
Acer,Notebook,Chrome OS,2.2,16,Flash Storage,Other Intel Processor,Intel,0,1,Full HD,141.21
Lenovo,Notebook,Windows,2.6,1128,Hybrid,Intel Core i5,Nvidia,0,1,Full HD,141.21
LG,Ultrabook,Windows,0.98,512,SSD,Intel Core i7,Intel,1,1,Full HD,157.35
Dell,Notebook,Windows,1.6,256,SSD,Intel Core i5,Intel,0,0,Full HD,157.35
HP,Ultrabook,Windows,1.09,240,SSD,Other Intel Processor,Intel,1,0,4K Ultra HD,352.47
Lenovo,Notebook,Windows,2.2,256,SSD,Intel Core i7,Nvidia,0,0,Full HD,141.21
HP,Notebook,Windows,2.04,256,SSD,Intel Core i7,Nvidia,0,0,Full HD,141.21
Acer,Notebook,Windows,2.4,1000,HDD,Intel Core i3,Intel,0,0,Full HD,141.21
Lenovo,Notebook,Windows,1.44,128,SSD,Intel Core i5,Intel,0,0,Full HD,165.63
HP,Notebook,Windows,1.49,256,SSD,Intel Core i5,Intel,0,0,Full HD,165.63
MSI,Gaming,Windows,2.7,1256,Hybrid,Intel Core i7,Nvidia,0,0,Full HD,127.34
Dell,Gaming,Windows,2.6,1128,Hybrid,Intel Core i7,Nvidia,0,0,Full HD,141.21
MSI,Gaming,Windows,2.2,1128,Hybrid,Intel Core i5,Nvidia,0,0,Full HD,141.21
Dell,Notebook,Windows,2.18,1000,HDD,Intel Core i5,AMD,0,0,Other,100.45
HP,Ultrabook,Windows,1.84,256,SSD,Intel Core i7,AMD,0,0,Full HD,141.21
HP,Ultrabook,Windows,1.39,256,SSD,Intel Core i7,Intel,1,0,Quad HD,276.05
Toshiba,Notebook,Windows,2.4,256,SSD,Intel Core i7,Nvidia,0,1,Full HD,141.21
Lenovo,2 in 1 Convertible,Windows,1.37,512,SSD,Intel Core i5,Intel,1,1,Full HD,165.63
Dell,Notebook,Windows,1.95,500,HDD,Intel Core i5,Intel,0,0,Other,100.45
Lenovo,Ultrabook,Windows,1.36,256,SSD,Intel Core i7,Intel,0,1,Full HD,176.23
HP,Notebook,Windows,2.31,256,SSD,Intel Core i5,Intel,0,0,Full HD,141.21
Dell,Notebook,Windows,2.18,1000,HDD,Intel Core i5,Intel,0,0,Other,100.45
HP,Notebook,Windows,1.95,500,HDD,Intel Core i5,Intel,0,0,Other,111.94
Lenovo,Notebook,Windows,2.2,1000,HDD,Other Intel Processor,Intel,0,0,Other,100.45
HP,Ultrabook,Windows,1.26,500,HDD,Intel Core i5,Intel,0,0,Full HD,176.23
HP,Notebook,No OS,1.86,1000,HDD,Other Intel Processor,Intel,0,0,Other,100.45
Lenovo,2 in 1 Convertible,Windows,1.3,1000,SSD,Intel Core i7,Intel,1,1,Quad HD,276.05
Toshiba,Notebook,Windows,1.47,128,SSD,Intel Core i5,Intel,0,1,Full HD,157.35
HP,Netbook,Windows,1.26,256,SSD,Intel Core i5,Intel,0,0,Full HD,176.23
Dell,Notebook,Windows,2.18,1000,HDD,Intel Core i3,Intel,0,0,Other,100.45
MSI,Gaming,Windows,2.2,1128,Hybrid,Intel Core i7,Nvidia,0,0,Full HD,141.21
Dell,Ultrabook,Windows,1.36,256,SSD,Intel Core i5,Intel,0,0,Full HD,157.35
Dell,Gaming,Windows,4.36,1512,Hybrid,Intel Core i7,Nvidia,0,0,Other,169.78
HP,Gaming,Windows,2.75,1128,Hybrid,Intel Core i5,Nvidia,0,1,Full HD,127.34
Asus,Notebook,Windows,2.8,1000,HDD,Other Intel Processor,Nvidia,0,0,Other,106.11
Acer,Notebook,Windows,2.23,500,HDD,Intel Core i5,Intel,0,0,Other,100.45
Toshiba,Notebook,Windows,2.2,256,SSD,Intel Core i5,Intel,0,0,Other,100.45
Lenovo,2 in 1 Convertible,Windows,1.1,256,SSD,Other Intel Processor,Intel,1,1,Full HD,194.95
Lenovo,Gaming,Windows,2.5,1512,Hybrid,AMD Processor,AMD,0,1,Full HD,141.21
Dell,Ultrabook,Windows,1.36,256,SSD,Intel Core i5,Intel,1,0,Full HD,176.23
Lenovo,Notebook,No OS,2.2,1000,HDD,Intel Core i7,Nvidia,0,0,Full HD,141.21
Dell,Notebook,Windows,2.36,1000,HDD,Intel Core i3,AMD,0,0,Other,106.11
Acer,Notebook,Chrome OS,1.68,32,Flash Storage,Other Intel Processor,Intel,0,0,Other,111.94
HP,Workstation,Windows,2.0,8,SSD,Intel Core i7,Nvidia,0,1,Full HD,141.21
Dell,Ultrabook,Windows,1.36,256,SSD,Intel Core i7,Intel,0,0,Full HD,157.35
Toshiba,Notebook,Windows,1.2,256,SSD,Intel Core i5,Intel,0,0,Full HD,165.63
Asus,2 in 1 Convertible,Chrome OS,1.2,64,Flash Storage,Other Intel Processor,Intel,0,0,Full HD,176.23
Lenovo,Ultrabook,Windows,1.7,256,SSD,Intel Core i7,Intel,0,1,Full HD,157.35
Dell,Gaming,Windows,4.36,1512,Hybrid,Intel Core i7,Nvidia,0,1,4K Ultra HD,254.67
Dell,2 in 1 Convertible,Windows,1.24,256,SSD,Intel Core i5,Intel,1,0,Full HD,165.63
HP,2 in 1 Convertible,Windows,1.45,256,SSD,Other Intel Processor,Intel,1,0,Other,135.09
Dell,Ultrabook,Windows,1.3,256,SSD,Intel Core i7,Intel,0,0,Quad HD,276.05
Acer,2 in 1 Convertible,Chrome OS,1.25,32,Flash Storage,Other Intel Processor,Intel,1,1,Other,135.09
Toshiba,Notebook,Windows,1.2,256,SSD,Intel Core i5,Intel,0,0,Full HD,165.63
Lenovo,Ultrabook,Windows,1.36,256,SSD,Intel Core i5,Intel,0,1,Full HD,176.23
Acer,Notebook,Windows,2.4,1128,Hybrid,Intel Core i5,Nvidia,0,0,Full HD,141.21
Toshiba,Ultrabook,Windows,1.1,512,SSD,Intel Core i7,Intel,1,0,Full HD,176.23
HP,Notebook,Windows,2.04,1000,HDD,Intel Core i5,Nvidia,0,0,Other,100.45
Dell,Notebook,Linux,2.25,1000,HDD,Intel Core i3,AMD,0,0,Other,100.45
Dell,Notebook,Windows,1.9,500,HDD,Intel Core i5,Intel,0,0,Other,100.45
HP,Notebook,Windows,2.04,500,HDD,Intel Core i3,Intel,0,0,Full HD,141.21
Dell,Gaming,Windows,4.42,1256,Hybrid,Intel Core i7,Nvidia,0,1,Full HD,127.34
Lenovo,Notebook,Windows,2.4,256,SSD,Intel Core i5,Nvidia,0,0,Full HD,141.21
Dell,2 in 1 Convertible,Windows,1.22,512,SSD,Intel Core i7,Intel,1,0,Quad HD,276.05
Dell,Ultrabook,Windows,1.5,256,SSD,Intel Core i7,Intel,1,0,Other,209.8
Dell,Gaming,Windows,4.42,1256,Hybrid,Intel Core i7,Nvidia,0,0,Full HD,127.34
Toshiba,Notebook,Windows,1.95,256,SSD,Intel Core i5,Intel,0,0,Full HD,157.35
Asus,Gaming,Windows,2.73,1256,Hybrid,Intel Core i7,Nvidia,0,0,Full HD,127.34
HP,Notebook,Windows,2.04,1128,Hybrid,Intel Core i5,Nvidia,0,1,Full HD,141.21
Lenovo,Notebook,Windows,1.7,508,Hybrid,Intel Core i5,Intel,0,0,Other,111.94
Asus,2 in 1 Convertible,Windows,2.3,2512,Hybrid,Intel Core i7,Nvidia,1,0,4K Ultra HD,282.42
HP,Notebook,Windows,2.04,1000,HDD,Intel Core i7,Intel,0,0,Other,100.45
Asus,Gaming,Windows,2.99,1256,Hybrid,Intel Core i7,Nvidia,0,0,Full HD,127.34
Dell,2 in 1 Convertible,Windows,2.19,512,SSD,Intel Core i7,Intel,1,1,Full HD,141.21
Toshiba,Notebook,Windows,1.2,128,SSD,Intel Core i5,Intel,0,0,Full HD,165.63
Lenovo,Notebook,Windows,2.2,256,SSD,AMD Processor,AMD,0,0,Full HD,141.21
Fujitsu,Notebook,Windows,2.3,256,SSD,Intel Core i5,Intel,0,0,Other,100.45
Toshiba,Notebook,Windows,1.75,500,HDD,Intel Core i5,Intel,0,0,Other,111.94
Dell,Notebook,Windows,2.25,500,HDD,Intel Core i5,AMD,0,0,Other,100.45
HP,Notebook,Windows,2.04,1000,HDD,Intel Core i5,Intel,0,0,Full HD,141.21
Lenovo,Gaming,Windows,2.5,1128,Hybrid,Intel Core i7,Nvidia,0,1,Full HD,141.21
Dell,Notebook,Windows,2.36,1000,HDD,Intel Core i7,AMD,0,0,Other,100.45
Dell,Notebook,Windows,1.6,128,SSD,Intel Core i5,Intel,0,0,Full HD,157.35
HP,Netbook,Windows,0.97,512,SSD,Other Intel Processor,Intel,0,0,Full HD,176.23
HP,Notebook,Windows,2.1,1128,Hybrid,Intel Core i3,AMD,0,0,Full HD,141.21
Lenovo,Notebook,No OS,1.9,128,SSD,Other Intel Processor,Intel,0,0,Other,100.45
Lenovo,Notebook,Windows,2.3,256,SSD,Intel Core i5,Intel,0,0,Full HD,141.21
Dell,2 in 1 Convertible,Windows,1.68,256,SSD,Intel Core i5,Intel,1,0,Full HD,165.63
Asus,Notebook,Windows,1.4,256,SSD,Intel Core i5,Intel,0,0,Quad HD,276.05
HP,Ultrabook,Windows,1.11,256,SSD,Intel Core i7,Intel,1,1,Full HD,165.63
Acer,Notebook,Windows,2.4,500,HDD,Other Intel Processor,Intel,0,0,Other,100.45
Asus,Gaming,Windows,2.5,1256,Hybrid,Intel Core i7,Nvidia,0,0,Full HD,141.21
HP,Ultrabook,Windows,1.48,512,SSD,Intel Core i7,Intel,0,0,Full HD,157.35
Acer,Gaming,Windows,2.7,1128,Hybrid,Intel Core i7,Nvidia,0,1,Full HD,141.21
HP,Notebook,Windows,1.34,256,SSD,Intel Core i5,Intel,0,1,Full HD,165.63
Dell,Notebook,Windows,2.18,128,SSD,Intel Core i3,Intel,0,0,Other,100.45
HP,Notebook,Windows,1.64,500,HDD,Intel Core i5,Intel,0,0,Other,111.94
Toshiba,Notebook,Windows,1.2,128,SSD,Intel Core i5,Intel,0,0,Full HD,165.63
HP,Notebook,Windows,1.48,256,SSD,Intel Core i5,Intel,0,0,Other,111.94
HP,Notebook,Windows,1.95,256,SSD,Intel Core i5,Intel,0,0,Full HD,157.35
HP,Ultrabook,Windows,1.43,256,SSD,Intel Core i7,Intel,0,0,Full HD,157.35
HP,Notebook,Windows,1.64,256,SSD,Intel Core i5,Nvidia,0,0,Full HD,157.35
HP,Notebook,Windows,1.64,500,HDD,Intel Core i3,Intel,0,0,Other,111.94
Dell,Gaming,Windows,2.65,1000,Hybrid,Intel Core i5,Nvidia,0,0,Full HD,141.21
HP,Ultrabook,Windows,1.26,500,HDD,Intel Core i5,Intel,0,0,Full HD,176.23
HP,Notebook,Windows,1.48,256,SSD,Intel Core i5,Intel,0,0,Full HD,157.35
HP,Ultrabook,Windows,1.54,256,SSD,Intel Core i7,Intel,0,0,Full HD,157.35
HP,Notebook,Windows,1.49,500,HDD,Intel Core i3,Intel,0,0,Other,117.83
Toshiba,Notebook,Windows,1.5,256,SSD,Intel Core i5,Intel,0,0,Other,117.83
HP,Notebook,Windows,2.04,256,SSD,Intel Core i3,Intel,0,0,Other,100.45
Lenovo,Notebook,Windows,2.4,512,SSD,Intel Core i7,Nvidia,0,1,4K Ultra HD,254.67
Toshiba,Notebook,Windows,1.47,256,SSD,Intel Core i5,Intel,0,1,Full HD,157.35
HP,Notebook,Windows,1.43,256,SSD,Intel Core i7,Intel,0,0,Full HD,157.35
Dell,2 in 1 Convertible,Windows,2.08,1000,HDD,Intel Core i3,Intel,1,1,Full HD,141.21
Toshiba,Ultrabook,Windows,1.2,256,SSD,Intel Core i5,Intel,0,0,Full HD,165.63
HP,Notebook,Windows,1.11,256,SSD,Intel Core i5,Intel,0,1,Full HD,165.63
HP,Notebook,Windows,1.64,256,SSD,Intel Core i7,Nvidia,0,0,Full HD,157.35
Dell,Notebook,Windows,2.09,500,HDD,Intel Core i5,Intel,0,0,Full HD,141.21
HP,Ultrabook,Windows,1.26,256,SSD,Intel Core i5,Intel,0,0,Other,125.37
HP,Notebook,Windows,2.31,500,HDD,Intel Core i5,Intel,0,0,Other,111.94
HP,Notebook,Windows,1.95,500,HDD,Intel Core i5,Intel,0,0,Other,111.94
Dell,Ultrabook,Windows,1.29,256,SSD,Intel Core i5,Intel,1,0,Quad HD,276.05
HP,Notebook,Windows,2.63,256,SSD,Intel Core i5,Nvidia,0,0,Full HD,127.34
HP,Notebook,Windows,1.64,256,SSD,Intel Core i5,Intel,0,0,Other,111.94
Acer,Notebook,Windows,2.1,1000,HDD,AMD Processor,AMD,0,0,Other,100.45
MSI,Gaming,Windows,2.7,1128,Hybrid,Intel Core i7,Nvidia,0,0,Full HD,127.34
HP,Notebook,Windows,1.95,256,SSD,Intel Core i5,Intel,0,0,Full HD,157.35
HP,Notebook,Windows,1.84,256,SSD,Intel Core i7,Intel,0,0,Full HD,141.21
HP,Ultrabook,Windows,1.26,256,SSD,Intel Core i7,Intel,0,0,Full HD,176.23
HP,Notebook,Windows,2.04,500,HDD,Intel Core i5,Intel,0,0,Other,100.45
Toshiba,Ultrabook,Windows,1.47,256,SSD,Intel Core i7,Intel,0,1,Full HD,157.35
Dell,Notebook,Windows,2.09,256,SSD,Intel Core i5,Intel,0,0,Full HD,141.21
HP,Notebook,Windows,1.64,256,SSD,Intel Core i5,Intel,0,0,Full HD,157.35
Lenovo,2 in 1 Convertible,Windows,1.8,256,SSD,Intel Core i7,Intel,1,1,Full HD,141.21
Vero,Notebook,Windows,1.45,32,Flash Storage,Other Intel Processor,Intel,0,0,Other,111.94
Toshiba,Notebook,Windows,2.4,256,SSD,Intel Core i7,Nvidia,0,1,Full HD,141.21
Lenovo,Notebook,Windows,2.3,256,SSD,Intel Core i5,Intel,0,0,Full HD,141.21
HP,Notebook,Windows,1.54,500,HDD,Intel Core i5,Intel,0,0,Full HD,157.35
HP,Notebook,Windows,1.84,756,Hybrid,Intel Core i5,Intel,0,0,Full HD,141.21
HP,Notebook,Windows,1.43,256,SSD,Intel Core i5,Intel,0,0,Full HD,157.35
MSI,Gaming,Windows,3.78,1256,Hybrid,Intel Core i7,Nvidia,0,1,Full HD,127.34
Lenovo,Gaming,Windows,4.6,1128,Hybrid,Intel Core i7,Nvidia,0,1,Full HD,127.34
Asus,Netbook,Chrome OS,1.2,16,Flash Storage,Other Intel Processor,Intel,0,0,Other,135.09
Lenovo,Notebook,Windows,1.1,256,SSD,Intel Core i7,Intel,0,1,Other,209.8
HP,Notebook,Windows,1.91,1000,HDD,Intel Core i7,Nvidia,0,1,Full HD,141.21
Dell,2 in 1 Convertible,Windows,2.3,256,SSD,Intel Core i5,Intel,1,1,Full HD,141.21
HP,Notebook,Windows,2.04,256,SSD,Intel Core i5,Intel,0,0,Other,100.45
Dell,Ultrabook,Windows,1.2,1000,SSD,Intel Core i7,Intel,1,0,Quad HD,276.05
HP,Notebook,Windows,2.31,500,HDD,Intel Core i3,Intel,0,0,Other,100.45
HP,Notebook,No OS,1.96,500,HDD,Intel Core i5,Intel,0,0,Other,100.45
Acer,Notebook,Windows,2.4,1000,HDD,AMD Processor,AMD,0,0,Other,100.45
Dell,2 in 1 Convertible,Windows,1.6,256,SSD,Intel Core i7,Intel,1,1,Full HD,165.63
MSI,Gaming,Windows,2.94,1256,Hybrid,Intel Core i7,Nvidia,0,0,Full HD,141.21
HP,Notebook,Windows,2.04,256,SSD,Intel Core i7,Intel,0,0,Full HD,141.21
Asus,Gaming,No OS,4.0,1000,HDD,Intel Core i7,Nvidia,0,1,Full HD,127.34
Dell,Notebook,Windows,2.25,1000,HDD,Intel Core i5,Intel,0,0,Full HD,141.21
Dell,Notebook,Windows,2.32,2000,HDD,Intel Core i7,AMD,0,0,Full HD,141.21
MSI,Gaming,Windows,1.8,1256,Hybrid,Intel Core i7,Nvidia,0,0,Full HD,141.21
Dell,Ultrabook,Windows,1.29,256,SSD,Intel Core i7,Intel,0,0,Full HD,165.63
Asus,Gaming,Windows,3.58,1000,SSD,Intel Core i7,Nvidia,0,1,Full HD,127.34
Dell,2 in 1 Convertible,Windows,1.62,256,SSD,Intel Core i7,Intel,1,0,Full HD,165.63
Dell,Gaming,Windows,3.21,1256,Hybrid,Intel Core i7,Nvidia,0,0,4K Ultra HD,282.42
Apple,Ultrabook,Mac OS,0.92,256,Flash Storage,Other Intel Processor,Intel,0,1,Retina,226.42
Dell,Notebook,Windows,2.06,500,HDD,Intel Core i3,Intel,0,0,Other,100.45
HP,Notebook,Windows,2.31,500,HDD,Intel Core i5,Intel,0,0,Other,100.45
HP,Ultrabook,Windows,1.26,256,SSD,Intel Core i5,Intel,0,0,Full HD,176.23
HP,Notebook,Windows,1.49,256,SSD,Intel Core i7,Intel,0,0,Full HD,165.63
Lenovo,Ultrabook,Windows,1.3,256,SSD,Intel Core i7,Intel,1,1,Full HD,176.23
Lenovo,Notebook,Windows,3.0,1000,HDD,Intel Core i5,AMD,0,0,Other,106.11
Lenovo,Notebook,Windows,2.3,1000,HDD,Intel Core i5,Nvidia,0,1,Full HD,141.21
MSI,Gaming,Windows,3.78,1256,Hybrid,Intel Core i7,Nvidia,0,0,Full HD,127.34
Lenovo,Notebook,Windows,2.1,500,HDD,Intel Core i5,Intel,0,0,Other,100.45
HP,Notebook,Windows,2.31,500,HDD,Intel Core i5,Intel,0,0,Full HD,141.21
Lenovo,Ultrabook,Windows,0.99,512,SSD,Other Intel Processor,Intel,1,1,Other,234.98
Lenovo,Gaming,Windows,4.6,1512,Hybrid,Intel Core i7,Nvidia,0,1,Full HD,127.34
Lenovo,2 in 1 Convertible,Windows,0.69,64,Flash Storage,Other Intel Processor,Intel,1,1,Other,224.17
HP,Ultrabook,Windows,1.3,512,SSD,Intel Core i7,Intel,0,1,4K Ultra HD,331.26
Dell,Notebook,Windows,2.18,256,SSD,Intel Core i5,Intel,0,0,Full HD,141.21
HP,Notebook,Windows,1.54,500,HDD,Intel Core i5,Intel,0,0,Full HD,157.35
HP,Workstation,Windows,1.9,256,SSD,Intel Core i7,AMD,0,0,Full HD,141.21
Lenovo,Notebook,Windows,1.7,180,SSD,Intel Core i5,Intel,0,0,Full HD,157.35
HP,Notebook,Chrome OS,1.29,32,Flash Storage,Other Intel Processor,Intel,0,0,Quad HD,276.05
Acer,Notebook,Windows,2.4,500,HDD,AMD Processor,AMD,0,0,Other,100.45
Dell,Notebook,Linux,2.2,500,HDD,Other Intel Processor,Intel,0,0,Other,100.45
HP,Notebook,No OS,1.86,1000,HDD,Intel Core i3,Intel,0,0,Other,100.45
Asus,Gaming,Windows,2.7,1256,Hybrid,Intel Core i7,Nvidia,0,1,Full HD,127.34
Dell,Ultrabook,Windows,1.4,256,SSD,Intel Core i5,AMD,0,1,Full HD,165.63
HP,Netbook,Windows,2.4,128,SSD,Intel Core i5,Intel,0,0,Other,125.37
Acer,Notebook,Windows,2.4,1256,Hybrid,Intel Core i5,Nvidia,0,0,Full HD,141.21
